Strain ID,Soil sample name,Country of origin,Color of colony,Colony morphology,WT halo against AB?,WT halo against E. coli?,Frozen on:,Sent through co-ALE?,Sequenced?,Antibiotic susceptibility info?,Bioactive cmpd identified?,Comments,Strain,Description of soil sample,Location,GPS coordinates,Date of collection,Collected by:,Media for Isolation,Soil meta Comments
NBC 00980,Julie island school 2016,Denmark,brown / white / gray,flat,No,No,10/14/2019,Yes,,,,,NBC 00980,Venø (Island where Julie went to boarding school) ,Venø,,Summer 2017,Julie Nielsen,,
NBC 00981,Julie island school 2016,Denmark,tan / yellow,wrinkly,No,No,10/14/2019,Yes,,,,,NBC 00981,Venø (Island where Julie went to boarding school) ,Venø,,Summer 2017,Julie Nielsen,,
NBC 00982,Julie island school 2016,Denmark,gray / tan,wrinkly,No,No,10/14/2019,Yes,,,,,NBC 00982,Venø (Island where Julie went to boarding school) ,Venø,,Summer 2017,Julie Nielsen,,
NBC 00983,Greenland2,Greenland,white,bumpy,No,No,12/5/2019,,,,,,NBC 00983,"2 - Under moss, mountain toward alpine ski hill",Greenland,,Summer 2019,Evan Chaberski,,
NBC 00984,Bornholm3,Denmark,tan,peeling off,No,No,10/14/2019,Yes,Yes,,,,NBC 00984,#3: forest pathway going inland from sea,Bornholm,"About 5 min away, north of #1",Summer 2019,Omkar Mohite,,
NBC 00985,Greenland1,Greenland,white / brown,bumpy,No,No,11/4/2019,,Yes,,,,NBC 00985,1 - Under boat,Greenland,,Summer 2019,Evan Chaberski,,
NBC 00986,Bornholm3,Denmark,white,bumpy,No,No,10/14/2019,Yes,Yes,,,,NBC 00986,#3: forest pathway going inland from sea,Bornholm,"About 5 min away, north of #1",Summer 2019,Omkar Mohite,,
NBC 00987,Bornholm3,Denmark,dark red / gray,wrinkly,No,No,10/14/2019,Yes,Yes,,,Definitely a duplicate.  I've seen this before.,NBC 00987,#3: forest pathway going inland from sea,Bornholm,"About 5 min away, north of #1",Summer 2019,Omkar Mohite,,
NBC 00988,Bornholm3,Denmark,white / gray,bumpy,No,No,10/14/2019,Yes,Yes,,,,NBC 00988,#3: forest pathway going inland from sea,Bornholm,"About 5 min away, north of #1",Summer 2019,Omkar Mohite,,
NBC 00989,Bornholm3,Denmark,tan,bumpy,No,No,10/14/2019,Yes,Yes,,,,NBC 00989,#3: forest pathway going inland from sea,Bornholm,"About 5 min away, north of #1",Summer 2019,Omkar Mohite,,
NBC 00990,Bornholm3,Denmark,gray / yellow,small bumps,No,reduced ZOI,10/14/2019,Yes,Yes,,,,NBC 00990,#3: forest pathway going inland from sea,Bornholm,"About 5 min away, north of #1",Summer 2019,Omkar Mohite,,
NBC 00991,Greenland1,Greenland,black / gray,small bumps,2 mm,No,10/14/2019,,Yes,,,,NBC 00991,1 - Under boat,Greenland,,Summer 2019,Evan Chaberski,,
NBC 00992,Greenland1,Greenland,yellow / gray,bumpy,No,No,10/14/2019,,Yes,,,,NBC 00992,1 - Under boat,Greenland,,Summer 2019,Evan Chaberski,,
NBC 00993,Greenland1,Greenland,tan,wrinkly,No,No,11/6/2019,,,,,,NBC 00993,1 - Under boat,Greenland,,Summer 2019,Evan Chaberski,,
NBC 00994,Bornholm1,Denmark,"orange outer ring, white / pink / gray center",fluffy,No,No,10/14/2019,Yes,Yes,,,,NBC 00994,#1: Grassy field on cliff overlooking sea,Bornholm,"Løvehovederne, Østersøvej, 4872 Idestrup, Denmark",Summer 2019,Omkar Mohite,,
NBC 00995,Bornholm1,Denmark,gray,flat / wrinkly,No,No,10/14/2019,Yes,Yes,,,Fast grower,NBC 00995,#1: Grassy field on cliff overlooking sea,Bornholm,"Løvehovederne, Østersøvej, 4872 Idestrup, Denmark",Summer 2019,Omkar Mohite,,
NBC 00996,Bornholm1,Denmark,brown / orange,mountain-like,No,No,10/14/2019,Yes,Yes,,,,NBC 00996,#1: Grassy field on cliff overlooking sea,Bornholm,"Løvehovederne, Østersøvej, 4872 Idestrup, Denmark",Summer 2019,Omkar Mohite,,
NBC 00997,Greenland3,Greenland,tan / black,bumpy,No,No,11/6/2019,,Yes,,,,NBC 00997,3 - Under Solbakken skihut,Greenland,,Summer 2019,Evan Chaberski,,
NBC 00998,Bornholm1,Denmark,tan,bumpy,reduced ZOI,No,10/14/2019,Yes,Yes,,,,NBC 00998,#1: Grassy field on cliff overlooking sea,Bornholm,"Løvehovederne, Østersøvej, 4872 Idestrup, Denmark",Summer 2019,Omkar Mohite,,
NBC 00999,Bornholm1,Denmark,tan / white,bumpy,reduced ZOI,reduced ZOI,10/14/2019,Yes,,,,,NBC 00999,#1: Grassy field on cliff overlooking sea,Bornholm,"Løvehovederne, Østersøvej, 4872 Idestrup, Denmark",Summer 2019,Omkar Mohite,,
NBC 01000,Bornholm1,Denmark,yellow,bumpy,No,No,10/14/2019,Yes,,,,,NBC 01000,#1: Grassy field on cliff overlooking sea,Bornholm,"Løvehovederne, Østersøvej, 4872 Idestrup, Denmark",Summer 2019,Omkar Mohite,,
NBC 01001,Bornholm1,Denmark,tan / white,large wrinkles,reduced ZOI,reduced ZOI,10/14/2019,Yes,Yes,,,,NBC 01001,#1: Grassy field on cliff overlooking sea,Bornholm,"Løvehovederne, Østersøvej, 4872 Idestrup, Denmark",Summer 2019,Omkar Mohite,,
NBC 01002,Bornholm1,Denmark,"tan outer ring, white / pink interior",fluffy,No,No,10/14/2019,Yes,Yes,,,,NBC 01002,#1: Grassy field on cliff overlooking sea,Bornholm,"Løvehovederne, Østersøvej, 4872 Idestrup, Denmark",Summer 2019,Omkar Mohite,,
NBC 01003,Bornholm2,Denmark,tan / white,small bumps,reduced ZOI,No,10/14/2019,Yes,Yes,,,,NBC 01003,"#2: grassy field, by a lake, at sea level",Bornholm,"About 5 min away, north of #1",Summer 2019,Omkar Mohite,,
NBC 01004,Bornholm2,Denmark,gray / green,bumpy,No,50 mm,10/14/2019,Yes,Yes,,,"Halo against E. coli is absolutely humongous, but no halo against Ab",NBC 01004,"#2: grassy field, by a lake, at sea level",Bornholm,"About 5 min away, north of #1",Summer 2019,Omkar Mohite,,
NBC 01005,Bornholm2,Denmark,brown / white / gray,wrinkly,No,No,10/14/2019,Yes,Yes,,,,NBC 01005,"#2: grassy field, by a lake, at sea level",Bornholm,"About 5 min away, north of #1",Summer 2019,Omkar Mohite,,
NBC 01006,Bornholm2,Denmark,white / pink,fluffy,No,No,10/14/2019,Yes,Yes,,,,NBC 01006,"#2: grassy field, by a lake, at sea level",Bornholm,"About 5 min away, north of #1",Summer 2019,Omkar Mohite,,
NBC 01007,Lemvig 2016,Denmark,Forgot to record,Forgot to record,No,No,10/16/2019,Yes,,,,,NBC 01007,close to an old pig farm,Julie's parent's field (Jutland),,Summer 2017,Julie Nielsen,,
NBC 01008,Greenland1,Greenland,white / gray / pink,bumpy,No,No,10/17/2019,,,,,,NBC 01008,1 - Under boat,Greenland,,Summer 2019,Evan Chaberski,,
NBC 01009,Lemvig 2016,Denmark,white,small bumps,No,No,10/17/2019,Yes,Yes,,,,NBC 01009,close to an old pig farm,Julie's parent's field (Jutland),,Summer 2017,Julie Nielsen,,
NBC 01010,Bornholm3,Denmark,white / yellow,fortress-like,No,No,10/17/2019,Yes,Yes,,,,NBC 01010,#3: forest pathway going inland from sea,Bornholm,"About 5 min away, north of #1",Summer 2019,Omkar Mohite,,
NBC 01011,Bornholm1,Denmark,white / brown / gray,bumpy,No,No,10/17/2019,Yes,Yes,,,,NBC 01011,#1: Grassy field on cliff overlooking sea,Bornholm,"Løvehovederne, Østersøvej, 4872 Idestrup, Denmark",Summer 2019,Omkar Mohite,,
NBC 01012,Julie island school 2016,Denmark,"yellow outer ring, white/gray center",small bumps,No,No,10/18/2019,Yes,Yes,,,"Morphology and color look that of an actinomycin-producing strain, but there were no halos",NBC 01012,Venø (Island where Julie went to boarding school) ,Venø,,Summer 2017,Julie Nielsen,,
NBC 01013,Lemvig 2016,Denmark,"white outer ring, gray / black interior",flat / wrinkly,No,No,10/21/2019,Yes,Yes,,,,NBC 01013,close to an old pig farm,Julie's parent's field (Jutland),,Summer 2017,Julie Nielsen,,
NBC 01014,Klosterheden 2016,Denmark,tan,peeling off,reduced ZOI,No,10/21/2019,Yes,Yes,,,,NBC 01014,forest,Klosterheden,,Summer 2017,Julie Nielsen,,
NBC 01015,Bornholm2,Denmark,yellow / white,wrinkly / fluffy center,reduced ZOI,No,10/24/2019,Yes,Yes,,,I've seen this morphology before.  Reminds me a bit of NBC 00838,NBC 01015,"#2: grassy field, by a lake, at sea level",Bornholm,"About 5 min away, north of #1",Summer 2019,Omkar Mohite,,
NBC 01016,Bornholm2,Denmark,tan,wrinkly,No,No,10/24/2019,Yes,Yes,,,,NBC 01016,"#2: grassy field, by a lake, at sea level",Bornholm,"About 5 min away, north of #1",Summer 2019,Omkar Mohite,,
NBC 01017,Bornholm1,Denmark,white / bluish gray,wrinkly / fluffy center / water droplets,No,No,10/24/2019,Yes,Yes,,,,NBC 01017,#1: Grassy field on cliff overlooking sea,Bornholm,"Løvehovederne, Østersøvej, 4872 Idestrup, Denmark",Summer 2019,Omkar Mohite,,
NBC 01018,Bornholm1,Denmark,white / gray / agar turns red,large wrinkles,No,No,10/24/2019,Yes,Yes,,,"Morphology identical to NBC 00495 and NBC 00024, but unlike those two, this replicate doesn't have a halo.",NBC 01018,#1: Grassy field on cliff overlooking sea,Bornholm,"Løvehovederne, Østersøvej, 4872 Idestrup, Denmark",Summer 2019,Omkar Mohite,,
NBC 01019,Greenland1,Greenland,tan with gray / white center,cocentric rings,unsure,unsure,10/24/2019,,,,,,NBC 01019,1 - Under boat,Greenland,,Summer 2019,Evan Chaberski,,
NBC 01020,Klosterheden 2016,Denmark,tan / white,wrinkly,No,reduced ZOI,10/25/2019,Yes,Yes,,,,NBC 01020,forest,Klosterheden,,Summer 2017,Julie Nielsen,,
NBC 01021,Bornholm3,Denmark,tan / white,flat,No,No,10/28/2019,Yes,Yes,,,,NBC 01021,#3: forest pathway going inland from sea,Bornholm,"About 5 min away, north of #1",Summer 2019,Omkar Mohite,,
NBC 01022,SoSk1,Denmark,white / gray,wrinkly,No,No,12/5/2019,Yes,Yes,,,,NBC 01022,1- Middle of forest floor,Sorø Skov,"55° 22' 49"" N   11° 33' 35"" E",July 2019,Pep Charusanti,,
NBC 01023,Bornholm3,Denmark,tan,wrinkly,No,No,10/28/2019,Yes,Yes,,,,NBC 01023,#3: forest pathway going inland from sea,Bornholm,"About 5 min away, north of #1",Summer 2019,Omkar Mohite,,
NBC 01024,Bornholm1,Denmark,tan / white,mountain-like,No,No,10/28/2019,Yes,,,,,NBC 01024,#1: Grassy field on cliff overlooking sea,Bornholm,"Løvehovederne, Østersøvej, 4872 Idestrup, Denmark",Summer 2019,Omkar Mohite,,
NBC 01025,Bornholm1,Denmark,black / white / light gray,fuzzy,No,No,10/28/2019,Yes,,,,,NBC 01025,#1: Grassy field on cliff overlooking sea,Bornholm,"Løvehovederne, Østersøvej, 4872 Idestrup, Denmark",Summer 2019,Omkar Mohite,,
NBC 01026,Greenland1,Greenland,dark orange,flat /  wrinkly,No,No,10/28/2019,,Yes,,,,NBC 01026,1 - Under boat,Greenland,,Summer 2019,Evan Chaberski,,
NBC 01027,Greenland1,Greenland,white,fortress-like / fuzzy,No,No,10/28/2019,,Yes,,,,NBC 01027,1 - Under boat,Greenland,,Summer 2019,Evan Chaberski,,
NBC 01028,Greenland4,Greenland,gray / pink,bumpy,No,No,11/6/2019,,Yes,,,,NBC 01028,4 - Side of ski path overlooking city; close to city,Greenland,,Summer 2019,Evan Chaberski,,
NBC 01029,Greenland4,Greenland,tan,wrinkly,No,No,11/7/2019,,Yes,,,,NBC 01029,4 - Side of ski path overlooking city; close to city,Greenland,,Summer 2019,Evan Chaberski,,
NBC 01030,Greenland6,Greenland,tan / white,flat /  wrinkly,No,No,11/7/2019,,,,,,NBC 01030,"6 - Near road, near ACR camp",Greenland,,Summer 2019,Evan Chaberski,,
NBC 01031,Greenland6,Greenland,tan / white / gray,wrinkly,No,No,10/29/2019,,,,,,NBC 01031,"6 - Near road, near ACR camp",Greenland,,Summer 2019,Evan Chaberski,,
NBC 01032,Greenland8b,Greenland,white / yellow,bumpy,2 mm,reduced ZOI,11/7/2019,Yes,Yes,,,,NBC 01032,"8b - On rock, at Udsigten",Greenland,,Summer 2019,Evan Chaberski,,
NBC 01033,Greenland7,Greenland,tan / white / gray,flat,No,No,10/29/2019,,,,,,NBC 01033,"7 - Dog sled, near drinking water lake",Greenland,,Summer 2019,Evan Chaberski,,
NBC 01034,Greenland9b,Greenland,tan / white,wrinkly,reduced ZOI,3 mm,11/7/2019,,Yes,,,,NBC 01034,"9b - Udsigten #2, under more plant cover",Greenland,,Summer 2019,Evan Chaberski,,
NBC 01035,Greenland6,Greenland,tan / white,wrinkly,No,No,11/8/2019,,,,,,NBC 01035,"6 - Near road, near ACR camp",Greenland,,Summer 2019,Evan Chaberski,,
NBC 01036,Greenland9b,Greenland,tan,wrinkly,No,No,11/8/2019,,Yes,,,,NBC 01036,"9b - Udsigten #2, under more plant cover",Greenland,,Summer 2019,Evan Chaberski,,
NBC 01037,Greenland9a,Greenland,tan / white / gray,bumpy,reduced ZOI,No,10/29/2019,,Yes,,,,NBC 01037,9a - Behind Point,Greenland,,Summer 2019,Evan Chaberski,,
NBC 01038,Greenland9b,Greenland,tan,wrinkly,No,No,11/8/2019,,Yes,,,,NBC 01038,"9b - Udsigten #2, under more plant cover",Greenland,,Summer 2019,Evan Chaberski,,
NBC 01039,Greenland9b,Greenland,tan,flat /  wrinkly,No,No,10/29/2019,,Yes,,,,NBC 01039,"9b - Udsigten #2, under more plant cover",Greenland,,Summer 2019,Evan Chaberski,,
NBC 01040,Greenland9b,Greenland,white / pink,bumpy / fuzzy,No,No,10/29/2019,,,,,Could NBC 01040 and 01042 be duplicates?  ,NBC 01040,"9b - Udsigten #2, under more plant cover",Greenland,,Summer 2019,Evan Chaberski,,
NBC 01041,Greenland9b,Greenland,tan / yellow,flat /  wrinkly,No,No,11/11/2019,,,,,"Doubtful this is an pure, single actino.  Might be a mixed cultured that couldn't be separated",NBC 01041,"9b - Udsigten #2, under more plant cover",Greenland,,Summer 2019,Evan Chaberski,,
NBC 01042,Greenland4,Greenland,white / pink,bumpy / fuzzy,No,No,11/14/2019,,Yes,,,Could NBC 01040 and 01042 be duplicates?  ,NBC 01042,4 - Side of ski path overlooking city; close to city,Greenland,,Summer 2019,Evan Chaberski,,
NBC 01043,Greenland9b,Greenland,orange,flat / wrinkly,No,No,10/29/2019,,Yes,,,,NBC 01043,"9b - Udsigten #2, under more plant cover",Greenland,,Summer 2019,Evan Chaberski,,
NBC 01044,Greenland2,Greenland,tan / gray / white,fortress-like,15 mm,20 mm,10/30/2019,Yes,Yes,,,,NBC 01044,"2 - Under moss, mountain toward alpine ski hill",Greenland,,Summer 2019,Evan Chaberski,,
NBC 01045,Greenland6,Greenland,tan / white / pink,bumpy,reduced ZOI,No,10/30/2019,,Yes,,,,NBC 01045,"6 - Near road, near ACR camp",Greenland,,Summer 2019,Evan Chaberski,,
NBC 01046,Greenland6,Greenland,tan / white / pink,large wrinkles,1 mm,1 mm,10/30/2019,,,,,,NBC 01046,"6 - Near road, near ACR camp",Greenland,,Summer 2019,Evan Chaberski,,
NBC 01047,Greenland8a,Greenland,gray / white,large wrinkles,6 mm,reduced ZOI,10/30/2019,Yes,,,,Possible duplicate of NBC 01048,NBC 01047,"8a - On rocks, overlooking South mountains",Greenland,,Summer 2019,Evan Chaberski,,
NBC 01048,Greenland2,Greenland,white,bumpy,No,No,11/18/2019,,Yes,,,,NBC 01048,"2 - Under moss, mountain toward alpine ski hill",Greenland,,Summer 2019,Evan Chaberski,,
NBC 01049,Greenland8a,Greenland,gray / white,outer radial lines / bumpy & fuzzy interior,20 mm,reduced ZOI,10/30/2019,Yes,Yes,,,"Morphology identical to NBC 00495 and NBC 00024, but agar surrounding colonies of those two strains is red.  Here, agar has a yellow color.  Possible duplicate of NBC 01046",NBC 01049,"8a - On rocks, overlooking South mountains",Greenland,,Summer 2019,Evan Chaberski,,
NBC 01050,Greenland8b,Greenland,yellowish gray,bumpy,reduced ZOI,reduced ZOI,10/30/2019,Yes,Yes,,,,NBC 01050,"8b - On rock, at Udsigten",Greenland,,Summer 2019,Evan Chaberski,,
NBC 01051,Greenland8b,Greenland,gray,fortress-like,No,No,10/30/2019,,Yes,,,,NBC 01051,"8b - On rock, at Udsigten",Greenland,,Summer 2019,Evan Chaberski,,
NBC 01052,Greenland9a,Greenland,white / gray,fuzzy,20 mm,30 mm,10/30/2019,,,,,,NBC 01052,9a - Behind Point,Greenland,,Summer 2019,Evan Chaberski,,
NBC 01053,Greenland9b,Greenland,black / white /gray,fuzzy,No,reduced ZOI,10/30/2019,,Yes,,,,NBC 01053,"9b - Udsigten #2, under more plant cover",Greenland,,Summer 2019,Evan Chaberski,,
NBC 01054,Greenland9b,Greenland,white / gray,large bumps,unsure,No,10/30/2019,,Yes,,,,NBC 01054,"9b - Udsigten #2, under more plant cover",Greenland,,Summer 2019,Evan Chaberski,,
NBC 01055,Greenland9b,Greenland,tan,wrinkly,No,No,10/30/2019,,Yes,,,,NBC 01055,"9b - Udsigten #2, under more plant cover",Greenland,,Summer 2019,Evan Chaberski,,
NBC 01056,Greenland9a,Greenland,white,large folds,No,No,10/31/2019,Yes,Yes,,,,NBC 01056,9a - Behind Point,Greenland,,Summer 2019,Evan Chaberski,,
NBC 01057,Greenland2,Greenland,tan / white,wrinkly,No,reduced ZOI,11/18/2019,Yes,,,,,NBC 01057,"2 - Under moss, mountain toward alpine ski hill",Greenland,,Summer 2019,Evan Chaberski,,
NBC 01058,Greenland4,Greenland,tan,wrinkly,No,No,11/18/2019,,Yes,,,,NBC 01058,4 - Side of ski path overlooking city; close to city,Greenland,,Summer 2019,Evan Chaberski,,
NBC 01059,SoSk1,Denmark,tan / dark gray on the edge,wrinkly,No,No,12/5/2019,Yes,,,,,NBC 01059,1- Middle of forest floor,Sorø Skov,"55° 22' 49"" N   11° 33' 35"" E",July 2019,Pep Charusanti,,
NBC 01060,Greenland9b,Greenland,tan,flat / smooth,No,No,11/21/2019,,Yes,,,,NBC 01060,"9b - Udsigten #2, under more plant cover",Greenland,,Summer 2019,Evan Chaberski,,
NBC 01061,Klosterheden 2016,Denmark,"brown base, white / gray aerial mycelia",fuzzy,reduced ZOI,No,11/21/2019,,,,,,NBC 01061,forest,Klosterheden,,Summer 2017,Julie Nielsen,,
NBC 01062,Greenland2,Greenland,yellow,flat,reduced ZOI,No,11/25/2019,,Yes,,,,NBC 01062,"2 - Under moss, mountain toward alpine ski hill",Greenland,,Summer 2019,Evan Chaberski,,
NBC 01063,Greenland6,Greenland,tan,flat / wrinkly,No,No,12/2/2019,,Yes,,,,NBC 01063,"6 - Near road, near ACR camp",Greenland,,Summer 2019,Evan Chaberski,,
NBC 01064,SoSk1,Denmark,white / gray,bumpy,No,No,12/5/2019,,,,,,NBC 01064,1- Middle of forest floor,Sorø Skov,"55° 22' 49"" N   11° 33' 35"" E",July 2019,Pep Charusanti,,
NBC 01065,SoSk1,Denmark,white / gray,bumpy,No,No,12/5/2019,,,,,,NBC 01065,1- Middle of forest floor,Sorø Skov,"55° 22' 49"" N   11° 33' 35"" E",July 2019,Pep Charusanti,,
NBC 01066,SoSk1,Denmark,white / light gray in center,smooth wrinkles,No,No,12/5/2019,,,,,,NBC 01066,1- Middle of forest floor,Sorø Skov,"55° 22' 49"" N   11° 33' 35"" E",July 2019,Pep Charusanti,,
NBC 01067,SoSk1,Denmark,tan pink / white / gray,small wrinkles on the edge / fuzzy in the center,No,No,12/5/2019,,,,,,NBC 01067,1- Middle of forest floor,Sorø Skov,"55° 22' 49"" N   11° 33' 35"" E",July 2019,Pep Charusanti,,
NBC 01068,SoSk1,Denmark,white on the edge / gray filling,bumpy,No,1 mm,12/5/2019,,,,,,NBC 01068,1- Middle of forest floor,Sorø Skov,"55° 22' 49"" N   11° 33' 35"" E",July 2019,Pep Charusanti,,
NBC 01069,SoSk1,Denmark,white / gray,bumpy,No,reduced ZOI,12/5/2019,,Yes,,,,NBC 01069,1- Middle of forest floor,Sorø Skov,"55° 22' 49"" N   11° 33' 35"" E",July 2019,Pep Charusanti,,
NBC 01070,SoSk2,Denmark,white / gray,wrinkly with droplets,No,No,12/5/2019,,,,,,NBC 01070,2- Next to a big tree,Sorø Skov,"55° 22' 49"" N   11° 33' 34"" E",July 2019,Pep Charusanti,,
NBC 01071,SoSk2,Denmark,white / gray,fuzzy,No,No,12/5/2019,,,,,,NBC 01071,2- Next to a big tree,Sorø Skov,"55° 22' 49"" N   11° 33' 34"" E",July 2019,Pep Charusanti,,
NBC 01072,SoSk2,Denmark,white,fortress-like,No,No,12/5/2019,,,,,,NBC 01072,2- Next to a big tree,Sorø Skov,"55° 22' 49"" N   11° 33' 34"" E",July 2019,Pep Charusanti,,
NBC 01073,SoSk2,Denmark,dark gray / white,wrinkly,No,No,12/5/2019,,,,,,NBC 01073,2- Next to a big tree,Sorø Skov,"55° 22' 49"" N   11° 33' 34"" E",July 2019,Pep Charusanti,,
NBC 01074,SoSk2,Denmark,gray,fuzzy / wrinkly,No,No,12/5/2019,,,,,,NBC 01074,2- Next to a big tree,Sorø Skov,"55° 22' 49"" N   11° 33' 34"" E",July 2019,Pep Charusanti,,
NBC 01075,SoSk2,Denmark,tan / white,bumpy,No,No,12/5/2019,,,,,,NBC 01075,2- Next to a big tree,Sorø Skov,"55° 22' 49"" N   11° 33' 34"" E",July 2019,Pep Charusanti,,
NBC 01076,SoSk2,Denmark,tan / white,bumpy,No,No,12/5/2019,Yes,,,,,NBC 01076,2- Next to a big tree,Sorø Skov,"55° 22' 49"" N   11° 33' 34"" E",July 2019,Pep Charusanti,,
NBC 01077,SoSk2,Denmark,white / gray marble-like,smooth / fuzzy,3 mm,3 mm,12/5/2019,Yes,Yes,,,,NBC 01077,2- Next to a big tree,Sorø Skov,"55° 22' 49"" N   11° 33' 34"" E",July 2019,Pep Charusanti,,
NBC 01078,Pep MK1,Denmark,light gray,wrinkly edge / fuzzy filling,No,reduced ZOI,12/5/2019,Yes,Yes,,,,NBC 01078,1- shrubs growing ~10 m above the beach.  Soil has lots of limestone,Møns Klint,"54° 57' 16"" N   12° 32' 57"" E (60 ft elev.)",July 2019,Pep Charusanti,,
NBC 01079,Pep MK1,Denmark,tan / white,flat / smooth,No,No,12/5/2019,,,,,,NBC 01079,1- shrubs growing ~10 m above the beach.  Soil has lots of limestone,Møns Klint,"54° 57' 16"" N   12° 32' 57"" E (60 ft elev.)",July 2019,Pep Charusanti,,
NBC 01080,Pep MK2,Denmark,white,wrinkly edge / fuzzy filling,reduced ZOI,No,12/5/2019,Yes,Yes,,,,NBC 01080,2- small forest growing right on the beach,Møns Klint,,July 2019,Pep Charusanti,,
NBC 01081,Pep MK3,Denmark,tan / white,smooth wrinkles,No,No,12/5/2019,,,,,,NBC 01081,3 - flower field above the beach,Møns Klint,"54° 57' 3"" N   12° 32' 40"" E (110 ft elev)",July 2019,Pep Charusanti,,
NBC 01082,Pep MK3,Denmark,white,wrinkly edge / fuzzy filling,No,No,12/5/2019,,,,,,NBC 01082,3 - flower field above the beach,Møns Klint,"54° 57' 3"" N   12° 32' 40"" E (110 ft elev)",July 2019,Pep Charusanti,,
NBC 01083,Pep MK3,Denmark,white on the edge / gray filling,bumpy / fuzzy,No,No,12/5/2019,,,,,,NBC 01083,3 - flower field above the beach,Møns Klint,"54° 57' 3"" N   12° 32' 40"" E (110 ft elev)",July 2019,Pep Charusanti,,
NBC 01084,Pep MK3,Denmark,white / gray,fuzzy,No,No,12/5/2019,,,,,,NBC 01084,3 - flower field above the beach,Møns Klint,"54° 57' 3"" N   12° 32' 40"" E (110 ft elev)",July 2019,Pep Charusanti,,
